Name,Energy (kcal),Protein,Carbohydrate,Fiber,Fat,Cholesterol,has_protein,has_carbs,has_fiber,has_cholesterol
"Hamburger, on white bun, 1 large patty",289,18.43,17.12,0.6,15.63,55,Medium,Low,Low,Medium
"Hamburger, on wheat bun, 1 large patty",283,18.99,15.52,1.8,15.66,55,Medium,Low,Low,Medium
"Double hamburger, on white bun, 2 small patties",289,19.18,14.26,0.5,16.65,60,Medium,Low,Low,Medium
"Double hamburger, on wheat bun, 2 small patties",285,19.65,12.93,1.5,16.66,60,Medium,Low,Low,Medium
"Double hamburger, on white bun, 2 medium patties",290,19.51,13.02,0.5,17.09,62,Medium,Low,Low,Medium
"Double hamburger, on wheat bun, 2 medium patties",286,19.93,11.8,1.4,17.11,62,Medium,Low,Low,Medium
"Double hamburger, on white bun, 2 large patties",290,20.22,10.33,0.4,18.05,66,Medium,Low,Low,Medium
"Double hamburger, on wheat bun, 2 large patties",287,20.56,9.36,1.1,18.06,66,Medium,Low,Low,Medium
"Double hamburger, from fast food, 2 small patties",288,17.76,19.68,0.7,14.73,51,Medium,Low,Low,Medium
"Double hamburger, from fast food, 2 medium patties",290,19.51,13.02,0.5,17.09,62,Medium,Low,Low,Medium
"Double hamburger, from fast food, 2 large patties",290,20.22,10.33,0.4,18.05,66,Medium,Low,Low,Medium
Meatball sandwich or sub,207,11.3,21.31,1.2,8.23,34,Low,Medium,Low,Medium
Meatloaf sandwich,217,11.75,28.73,1.3,6.15,32,Low,Medium,Low,Medium
"Chiliburger, with or without cheese, on bun",232,14.76,17.67,1.5,11.01,39,Low,Low,Low,Medium
Corned beef sandwich on white,259,13.65,25.68,1.2,11.02,47,Low,Medium,Low,Medium
"Corned beef sandwich on white, with cheese",274,14.68,22.51,1,13.69,54,Low,Medium,Low,Medium
Corned beef sandwich on wheat,257,14.67,23.72,2.8,11.22,47,Low,Medium,Low,Medium
"Corned beef sandwich on wheat, with cheese",273,15.55,20.86,2.4,13.86,54,Medium,Medium,Low,Medium
Reuben sandwich,282,10.01,16.42,2.2,19.43,43,Low,Low,Low,Medium
Roast beef sandwich on white,194,13.87,25.76,1.2,3.64,25,Low,Medium,Low,Medium
"Roast beef sandwich on white, with cheese",219,14.87,22.58,1,7.44,34,Low,Medium,Low,Medium
Roast beef sandwich on wheat,192,14.89,23.8,2.8,3.84,25,Low,Medium,Low,Medium
"Roast beef sandwich on wheat, with cheese",217,15.73,20.93,2.4,7.61,34,Medium,Medium,Low,Medium
French dip sandwich,184,13.23,24.47,1.1,3.47,23,Low,Medium,Low,Medium
Steak sandwich or sub on white,249,17.91,25.45,1.2,8.07,40,Medium,Medium,Low,Medium
Steak sandwich or sub on wheat,247,18.93,23.49,2.8,8.27,40,Medium,Medium,Low,Medium
Cheese steak sandwich or sub on white,270,18.39,21.48,1,12.03,49,Medium,Medium,Low,Medium
Cheese steak sandwich or sub on wheat,268,19.22,19.9,2.2,12.2,49,Medium,Low,Low,Medium
Gyro sandwich,184,11.24,18.78,1,6.76,29,Low,Low,Low,Medium
"Hamburger wrap sandwich, from fast food",299,16.86,20.38,1.4,16.06,49,Medium,Medium,Low,Medium
Ham sandwich on white,187,12.94,25.58,1.2,3.66,20,Low,Medium,Low,Medium
"Ham sandwich on white, with cheese",213,14.08,22.43,1,7.46,30,Low,Medium,Low,Medium
Ham sandwich on wheat,185,13.96,23.62,2.8,3.86,20,Low,Medium,Low,Medium
"Ham sandwich on wheat, with cheese",212,14.94,20.78,2.4,7.62,30,Low,Medium,Low,Medium
"Ham sandwich or sub, restaurant",178,13.34,22.85,1.1,3.66,22,Low,Medium,Low,Medium
"Ham sandwich or sub, with cheese, restaurant",210,14.59,19.7,0.9,8.06,34,Low,Low,Low,Medium
Ham sandwich wrap,230,13.54,22.51,1.5,9.38,30,Low,Medium,Low,Medium
Ham salad sandwich on white,242,11.98,18.29,1,13.26,25,Low,Low,Low,Medium
Ham salad sandwich on wheat,241,12.64,17.03,2.1,13.38,25,Low,Low,Low,Medium
Cuban sandwich,228,15.86,16.3,0.8,10.69,44,Medium,Low,Low,Medium
Barbecue rib sandwich,223,13.66,26.5,0.9,6.47,37,Low,Medium,Low,Medium
"Barbecue pork sandwich, on white bun",243,14.97,24.86,0.8,8.83,43,Low,Medium,Low,Medium
"Barbecue pork sandwich, on wheat bun",238,15.52,23.3,2,8.86,43,Medium,Medium,Low,Medium
Pork sandwich,226,17.73,25.45,1.2,5.47,38,Medium,Medium,Low,Medium
"Pork sandwich, with cheese",246,18.14,22.32,1,8.99,46,Medium,Medium,Low,Medium
"Bacon, lettuce, tomato sandwich on white",231,10.89,29.71,1.7,7.54,15,Low,Medium,Low,Low
"Bacon, lettuce, tomato sandwich on wheat",229,12.02,27.53,3.4,7.76,15,Low,Medium,Medium,Low
Turkey sandwich on white,189,12.03,26.51,1.2,3.68,24,Low,Medium,Low,Medium
"Turkey sandwich on white, with cheese",215,13.31,23.22,1,7.47,34,Low,Medium,Low,Medium
Turkey sandwich on wheat,187,13.05,24.56,2.8,3.88,24,Low,Medium,Low,Medium
"Turkey sandwich on wheat, with cheese",214,14.17,21.56,2.4,7.64,34,Low,Medium,Low,Medium
"Turkey sandwich or sub, restaurant",180,12.33,23.89,1.1,3.69,26,Low,Medium,Low,Medium
"Turkey sandwich or sub, with cheese, restaurant",212,13.76,20.55,0.9,8.07,37,Low,Medium,Low,Medium
Turkey sandwich wrap,232,12.77,23.3,1.5,9.4,34,Low,Medium,Low,Medium
"Chicken deli sandwich or sub, restaurant",176,13.72,24.28,1.1,2.66,27,Low,Medium,Low,Medium
"Chicken deli sandwich or sub, with cheese, restaurant",208,14.9,20.87,0.9,7.23,38,Low,Medium,Low,Medium
Chicken salad sandwich on white,246,12.42,18.32,1,13.7,44,Low,Low,Low,Medium
Chicken salad sandwich on wheat,245,13.08,17.06,2.1,13.83,44,Low,Low,Low,Medium
Chicken salad sandwich wrap,269,12.89,16.99,1.3,16.56,48,Low,Low,Low,Medium
Club sandwich on white,222,15.08,23.09,1,7.48,31,Medium,Medium,Low,Medium
"Club sandwich on white, with cheese",241,15.81,20.62,0.9,10.35,39,Medium,Medium,Low,Medium
Club sandwich on wheat,220,15.98,21.38,2.4,7.65,31,Medium,Medium,Low,Medium
"Club sandwich on wheat, with cheese",239,16.58,19.13,2.1,10.5,39,Medium,Low,Low,Medium
"Club sandwich or sub, restaurant",234,15.99,18.43,0.8,10.55,41,Medium,Low,Low,Medium
"Barbecue chicken sandwich, on white bun",204,15.92,24.86,0.8,4.4,52,Medium,Medium,Low,Medium
"Barbecue chicken sandwich, on wheat bun",199,16.47,23.3,2,4.42,52,Medium,Medium,Low,Medium
"Chicken fillet sandwich, NFS",281,12.17,27.48,1.7,13.46,21,Low,Medium,Low,Medium
"Chicken fillet sandwich, from school cafeteria",251,14.62,29.8,4.4,8.06,16,Low,Medium,Medium,Low
"Chicken fillet biscuit, from fast food",320,10.78,26.41,2,19.09,20,Low,Medium,Low,Medium
"Chicken fillet sandwich, fried, from fast food",281,12.17,27.48,1.7,13.46,21,Low,Medium,Low,Medium
"Chicken fillet sandwich, fried, from fast food, with cheese",291,13.2,24.66,1.5,15.34,29,Low,Medium,Low,Medium
"Chicken fillet sandwich, grilled, from fast food",226,21.5,19.4,0.7,6.18,57,Medium,Low,Low,Medium
"Chicken fillet sandwich, grilled, from fast food, with cheese",243,21.36,17.55,0.6,9.05,61,Medium,Low,Low,Medium
"Chicken fillet sandwich, NS as to fried or grilled, from fast food",281,12.17,27.48,1.7,13.46,21,Low,Medium,Low,Medium
"Chicken fillet sandwich, fried, on white bun",269,12.45,28.11,1.7,11.67,21,Low,Medium,Low,Medium
"Chicken fillet sandwich, fried, on white bun; with cheese",280,13.46,25.16,1.5,13.82,30,Low,Medium,Low,Medium
"Chicken fillet sandwich, fried, on wheat bun",263,13.08,26.3,3.1,11.7,21,Low,Medium,Medium,Medium
"Chicken fillet sandwich, fried, on wheat bun, with cheese",275,14.01,23.58,2.7,13.84,30,Low,Medium,Low,Medium
"Chicken fillet sandwich, grilled, on white bun",216,21.82,19.69,0.7,4.84,58,Medium,Low,Low,Medium
"Chicken fillet sandwich, grilled, on white bun, with cheese",235,21.64,17.78,0.6,7.92,62,Medium,Low,Low,Medium
"Chicken fillet sandwich, grilled, on wheat bun",210,22.46,17.84,2.1,4.87,58,Medium,Low,Low,Medium
"Chicken fillet sandwich, grilled, on wheat bun, with cheese",230,22.19,16.17,1.8,7.94,62,Medium,Low,Low,Medium
"Chicken fillet wrap sandwich, fried, from fast food",299,12.68,24.42,2,16.68,29,Low,Medium,Low,Medium
"Chicken fillet wrap sandwich, grilled, from fast food",252,20.83,17.3,1.2,10.42,61,Medium,Low,Low,Medium
"Turkey or chicken burger, on white bun",234,20.03,20.68,0.7,7.69,54,Medium,Medium,Low,Medium
"Turkey or chicken burger, on wheat bun",227,20.7,18.74,2.2,7.72,54,Medium,Low,Low,Medium
"Fish sandwich, fried, from fast food",235,14.46,25.7,0.9,8.15,34,Low,Medium,Low,Medium
"Fish sandwich, fried, from fast food, with cheese",252,15.27,22.85,0.8,10.95,42,Medium,Medium,Low,Medium
Crab cake sandwich,231,12.74,19.39,1,11.18,76,Low,Low,Low,Medium
Salmon cake sandwich,279,13.86,19.37,1,15.93,56,Low,Low,Low,Medium
Fried seafood sandwich,234,11.32,24.67,1.1,9.82,68,Low,Medium,Low,Medium
"Fish sandwich, from school cafeteria",209,15,27.4,3.5,4.34,29,Medium,Medium,Medium,Medium
"Fish sandwich, NFS",252,15.27,22.85,0.8,10.95,42,Medium,Medium,Low,Medium
"Fish sandwich, fried, on white bun",236,14.48,25.74,0.9,8.16,34,Low,Medium,Low,Medium
"Fish sandwich, fried, on white bun, with cheese",252,15.29,22.88,0.8,10.96,42,Medium,Medium,Low,Medium
"Fish sandwich, fried, on wheat bun",229,15.16,23.77,2.4,8.19,34,Medium,Medium,Low,Medium
"Fish sandwich, fried, on wheat bun, with cheese",247,15.88,21.18,2.1,10.98,42,Medium,Medium,Low,Medium
"Fish sandwich, grilled",180,16.06,21.21,0.8,3.29,41,Medium,Medium,Low,Medium
Fish wrap sandwich,262,14.73,22.61,1.4,12.44,42,Low,Medium,Low,Medium
Sardine sandwich,234,17.87,21.87,1,7.96,79,Medium,Medium,Low,Medium
Tuna salad sandwich on white,218,9.86,18.33,1,11.76,18,Low,Low,Low,Low
"Tuna salad sandwich on white, with cheese",233,10.96,16.94,0.9,13.5,25,Low,Low,Low,Medium
Tuna salad sandwich on wheat,217,10.52,17.07,2.1,11.89,18,Low,Low,Low,Low
"Tuna salad sandwich on wheat, with cheese",232,11.55,15.81,1.9,13.62,25,Low,Low,Low,Medium
Tuna salad sandwich wrap,244,10.59,16.99,1.3,14.82,25,Low,Low,Low,Medium
Seafood salad sandwich,216,9.89,17.24,1,11.75,62,Low,Low,Low,Medium
Bologna sandwich on white,274,9.87,28.49,1.2,13.33,44,Low,Medium,Low,Medium
"Bologna sandwich on white, with cheese",287,11.48,24.9,1,15.65,51,Low,Medium,Low,Medium
Bologna sandwich on wheat,272,10.89,26.54,2.8,13.53,44,Low,Medium,Low,Medium
"Bologna sandwich on wheat, with cheese",285,12.34,23.24,2.4,15.82,51,Low,Medium,Low,Medium
Corn dog,250,8.57,26.96,1,12.02,44,Low,Medium,Low,Medium
Pig in a blanket,310,11.42,19.22,0.7,20.85,40,Low,Low,Low,Medium
Salami sandwich on white,321,15.05,25.8,1.2,17.14,52,Medium,Medium,Low,Medium
"Salami sandwich on white, with cheese",326,15.87,22.61,1,18.87,58,Medium,Medium,Low,Medium
Salami sandwich on wheat,319,16.07,23.84,2.8,17.34,52,Medium,Medium,Low,Medium
"Salami sandwich on wheat, with cheese",325,16.73,20.96,2.4,19.04,58,Medium,Medium,Low,Medium
Italian sandwich on white,309,15.7,18.9,0.8,18.78,53,Medium,Low,Low,Medium
Italian sandwich on wheat,308,16.42,17.53,2,18.92,53,Medium,Low,Low,Medium
"Italian sandwich or sub, restaurant",313,16.23,16.42,0.7,20.05,57,Medium,Low,Low,Medium
Italian sausage sandwich on white,300,14.45,23.47,0.8,16.29,44,Low,Medium,Low,Medium
Italian sausage sandwich on wheat,293,15.18,21.38,2.4,16.32,44,Medium,Medium,Low,Medium
Spam sandwich,266,10.03,27.64,1.1,12.83,30,Low,Medium,Low,Medium
"Hot dog sandwich, NFS, on white bun",296,10.85,23.73,0.8,17.37,32,Low,Medium,Low,Medium
"Hot dog sandwich, NFS, on wheat bun",290,11.57,21.65,2.4,17.4,32,Low,Medium,Low,Medium
"Hot dog sandwich, NFS, on white bread",295,10.92,18.86,0.8,19.58,38,Low,Low,Low,Medium
"Hot dog sandwich, NFS, on wheat bread",294,11.6,17.56,1.9,19.72,38,Low,Low,Low,Medium
"Hot dog sandwich, beef, on white bun",296,10.85,23.73,0.8,17.37,32,Low,Medium,Low,Medium
"Hot dog sandwich, beef, on wheat bun",290,11.57,21.65,2.4,17.4,32,Low,Medium,Low,Medium
"Hot dog sandwich, beef, on white bread",295,10.92,18.86,0.8,19.58,38,Low,Low,Low,Medium
"Hot dog sandwich, beef, on wheat bread",294,11.6,17.56,1.9,19.72,38,Low,Low,Low,Medium
"Hot dog sandwich, meat and poultry, on white bun",278,9.74,24.92,0.8,15.24,44,Low,Medium,Low,Medium
"Hot dog sandwich, meat and poultry, on wheat bun",271,10.46,22.84,2.4,15.27,44,Low,Medium,Low,Medium
"Hot dog sandwich, meat and poultry, on white bread",274,9.62,20.25,0.8,17.08,51,Low,Medium,Low,Medium
"Hot dog sandwich, meat and poultry, on wheat bread",272,10.3,18.95,1.9,17.21,51,Low,Low,Low,Medium
"Hot dog sandwich, turkey, on white bun",248,11.14,24.24,0.8,11.39,43,Low,Medium,Low,Medium
"Hot dog sandwich, turkey, on wheat bun",241,11.86,22.17,2.4,11.42,43,Low,Medium,Low,Medium
"Hot dog sandwich, turkey, on white bread",238,11.26,19.46,0.8,12.57,50,Low,Low,Low,Medium
"Hot dog sandwich, turkey, on wheat bread",237,11.94,18.16,1.9,12.7,50,Low,Low,Low,Medium
"Hot dog sandwich, reduced fat, on white bun",244,11.99,24.96,0.8,10.47,29,Low,Medium,Low,Medium
"Hot dog sandwich, reduced fat, on wheat bun",237,12.71,22.89,2.4,10.5,29,Low,Medium,Low,Medium
"Hot dog sandwich, reduced fat, on white bread",234,12.26,20.31,0.8,11.5,34,Low,Medium,Low,Medium
"Hot dog sandwich, reduced fat, on wheat bread",233,12.94,19,1.9,11.63,34,Low,Low,Low,Medium
"Hot dog sandwich, vegetarian, on bun",251,15.76,24.3,3.1,9.89,0,Medium,Medium,Medium,Low
"Hot dog sandwich, vegetarian, on bread",243,16.56,20.15,3.4,10.69,0,Medium,Medium,Medium,Low
"Chili hot dog sandwich, on white bun",223,9.94,18.75,1.7,11.98,26,Low,Low,Low,Medium
"Chili hot dog sandwich, on wheat bun",219,10.39,17.48,2.7,11.99,26,Low,Low,Low,Medium
"Chili hot dog sandwich, on white bread",215,9.89,15.45,1.8,12.71,29,Low,Low,Low,Medium
"Chili hot dog sandwich, on wheat bread",215,10.29,14.7,2.4,12.79,29,Low,Low,Low,Medium
Multiple meat sandwich on white,190,12.87,21.66,1,5.62,31,Low,Medium,Low,Medium
"Multiple meat sandwich on white, with cheese",211,13.83,19.54,0.8,8.53,39,Low,Low,Low,Medium
Multiple meat sandwich on wheat,189,13.69,20.08,2.2,5.78,31,Low,Medium,Low,Medium
"Multiple meat sandwich on wheat, with cheese",210,14.54,18.17,2,8.67,39,Low,Low,Low,Medium
"Multiple meat sandwich or sub, restaurant",183,13.18,19.25,0.8,5.76,34,Low,Low,Low,Medium
"Multiple meat sandwich or sub, with cheese, restaurant",208,14.23,17.18,0.7,9.07,42,Low,Low,Low,Medium
Multiple meat sandwich wrap,226,13.38,19.61,1.3,10.13,39,Low,Low,Low,Medium
Turkey and ham sandwich on white,172,13.12,21.22,1,3.68,26,Low,Medium,Low,Medium
"Turkey and ham sandwich on white, with cheese",195,14.04,19.16,0.8,6.83,34,Low,Low,Low,Medium
Turkey and ham sandwich on wheat,170,13.94,19.65,2.2,3.84,26,Low,Low,Low,Medium
"Turkey and ham sandwich on wheat, with cheese",194,14.76,17.79,2,6.97,34,Low,Low,Low,Medium
"Turkey and ham sandwich or sub, restaurant",163,13.47,18.57,0.8,3.69,29,Low,Low,Low,Medium
"Turkey and ham sandwich or sub, with cheese, restaurant",191,14.47,16.62,0.7,7.26,37,Low,Low,Low,Medium
"Frozen dinner, NFS",146,6.82,10.94,1.2,8.4,41,Low,Low,Low,Medium
"Beef dinner, NFS, frozen meal",146,6.82,10.94,1.2,8.4,41,Low,Low,Low,Medium
"Beef with vegetable, diet frozen meal",125,10.64,4.69,0.8,6.95,34,Low,Low,Low,Medium
"Salisbury steak dinner, NFS, frozen meal",146,6.82,10.94,1.2,8.4,41,Low,Low,Low,Medium
"Salisbury steak with gravy, potatoes, vegetable, frozen meal",146,6.82,10.94,1.2,8.4,41,Low,Low,Low,Medium
"Salisbury steak with gravy, whipped potatoes, vegetable, dessert, frozen meal",141,7.65,12.62,1,6.66,25,Low,Low,Low,Medium
"Salisbury steak with gravy, macaroni and cheese, frozen meal",202,10.41,20.36,1.3,8.51,23,Low,Medium,Low,Medium
"Beef, sliced, with gravy, potatoes, vegetable, frozen meal",125,8.12,6.59,0.7,7.28,21,Low,Low,Low,Medium
"Meatballs, Swedish, in gravy, with noodles, diet frozen meal",112,9.88,10.31,0.8,3.35,14,Low,Low,Low,Low
"Beef with spaetzle or rice, vegetable, frozen meal",118,6.92,12.23,0.6,4.37,16,Low,Low,Low,Low
"Chicken dinner, NFS, frozen meal",124,8.48,10.73,0.9,5.18,39,Low,Low,Low,Medium
"Chicken, fried, with potatoes, vegetable, frozen meal",157,10.26,10.63,1.7,8.13,46,Low,Low,Low,Medium
"Chicken patty, or nuggets, boneless, breaded, potatoes, vegetable, frozen meal",175,10.68,16,1.4,8.1,42,Low,Low,Low,Medium
"Chicken, fried, with potatoes, vegetable, dessert, frozen meal, large meat portion",201,10.88,18.05,1.3,9.93,49,Low,Low,Low,Medium
"Teriyaki chicken with rice and vegetable, diet frozen meal",126,5.65,22.46,0.7,1.56,16,Low,Medium,Low,Low
"Chicken with rice and vegetable, diet frozen meal",111,9.81,10.99,0.8,3.03,26,Low,Low,Low,Medium
"Chicken and vegetables au gratin with rice, diet frozen entree",120,10.67,7.24,0.8,5.41,35,Low,Low,Low,Medium
"Chicken and vegetable entree with rice, diet frozen meal",171,10.45,19.65,0.7,5.57,37,Low,Low,Low,Medium
"Chicken with noodles and cheese sauce, diet frozen meal",114,10.07,11.66,0.7,2.86,24,Low,Low,Low,Medium
"Chicken and vegetable entree with noodles, diet frozen meal",85,7.58,9.78,1.6,1.89,23,Low,Low,Low,Medium
"Chicken in soy-based sauce, rice and vegetables, frozen meal",109,6.56,18.06,1,0.91,16,Low,Low,Low,Low
"Chicken and vegetable entree with noodles and cream sauce, frozen meal",124,8.48,10.73,0.9,5.18,39,Low,Low,Low,Medium
"Turkey with vegetable, stuffing, diet frozen meal",96,9.3,10.66,1.5,1.82,23,Low,Low,Low,Medium
"Turkey with gravy, dressing, potatoes, vegetable, frozen meal",128,6.97,16.32,1.3,3.89,14,Low,Low,Low,Low
"Fish in lemon-butter sauce with starch item, vegetable, frozen meal",101,5.46,10.98,1.1,3.78,15,Low,Low,Low,Low
"Shrimp and vegetables in sauce with noodles, diet frozen meal",91,5.29,13.45,1.5,1.72,37,Low,Low,Low,Medium
"Meat loaf dinner, NFS, frozen meal",134,6.66,10.13,1.2,7.4,19,Low,Low,Low,Low
"Meat loaf with potatoes, vegetable, frozen meal",134,6.66,10.13,1.2,7.4,19,Low,Low,Low,Low
"Soup, meatball",52,2.65,5.53,0.9,2.17,7,Low,Low,Low,Low
"Soup, pho, with meat",77,5.81,5.6,0.4,3.33,18,Low,Low,Low,Low
"Soup, pho, no meat",37,1.42,5.9,0.5,0.93,0,Low,Low,Low,Low
"Soup, pepperpot",91,3.06,6.79,0.9,5.75,23,Low,Low,Low,Medium
"Soup, beef, canned",37,1.94,4.86,0.9,1.17,4,Low,Low,Low,Low
"Soup, sopa or caldo de res",71,5.91,4.04,0.8,3.4,18,Low,Low,Low,Low
"Soup, pozole",43,3.38,4.59,0.9,1.23,12,Low,Low,Low,Low
"Soup, Italian wedding",66,3.57,7.38,0.9,2.4,7,Low,Low,Low,Low
"Soup, pork or ham",48,3.14,4.04,0.8,2.17,10,Low,Low,Low,Low
"Soup, broth",6,0.89,0.24,0,0.22,1,Low,Low,Low,Low
"Soup, chicken, canned",33,2.02,4.86,0.9,0.72,6,Low,Low,Low,Low
"Soup, chicken",40,3.44,4.04,0.8,1.14,12,Low,Low,Low,Low
"Soup, sopa or caldo de pollo",55,6.23,4.04,0.8,1.58,25,Low,Low,Low,Medium
"Soup, hot and sour",39,2.58,4.35,0.5,1.21,21,Low,Low,Low,Medium
"Soup, cream of chicken",91,4,6.79,0.9,5.42,25,Low,Low,Low,Medium
"Soup, Manhattan clam chowder",35,2.48,5.26,0.8,0.51,4,Low,Low,Low,Low
"Soup, New England clam chowder",93,3.12,9.25,1,4.8,16,Low,Low,Low,Low
"Soup, bisque",75,2.28,5.9,0.9,4.81,22,Low,Low,Low,Medium
Lobster gumbo,59,6.19,4.63,0.9,1.78,37,Low,Low,Low,Medium
Shrimp gumbo,61,6.52,4.63,0.9,1.89,62,Low,Low,Low,Medium
"Soup, fish or shrimp",30,2.58,4.04,0.8,0.47,7,Low,Low,Low,Low
"Gravy, poultry",48,0.71,5.29,0.1,2.62,5,Low,Low,Low,Low
"Gravy, beef",53,3.75,4.81,0.4,2.36,3,Low,Low,Low,Low
"Gravy, beef, fat free",53,3.75,4.81,0.4,2.36,3,Low,Low,Low,Low
"Gravy, poultry, fat free",48,0.71,5.29,0.1,2.62,5,Low,Low,Low,Low
"Gravy, made with soy sauce",46,0.82,9.82,0.1,0.29,0,Low,Low,Low,Low
"Gravy, NFS",53,3.75,4.81,0.4,2.36,3,Low,Low,Low,Low
Oyster sauce,51,1.35,10.92,0.3,0.25,0,Low,Low,Low,Low
Mole sauce,75,0.98,10.77,1,3.82,0,Low,Low,Low,Low
"Egg, whole, raw",143,12.4,0.96,0,9.96,411,Low,Low,Low,High
"Egg, whole, cooked, NS as to cooking method",176,11.84,0.92,0,13.86,392,Low,Low,Low,High
"Egg, whole, boiled or poached",143,12.4,0.96,0,9.96,411,Low,Low,Low,High
"Egg, whole, fried, NS as to fat",185,11.58,0.91,0,15,388,Low,Low,Low,High
"Egg, whole, fried no added fat",143,12.36,0.96,0,9.93,410,Low,Low,Low,High
"Egg, whole, fried with margarine",171,11.57,0.95,0,13.52,383,Low,Low,Low,High
"Egg, whole, fried with oil",192,11.56,0.9,0,15.81,383,Low,Low,Low,High
"Egg, whole, fried with butter",182,11.61,0.9,0,14.64,398,Low,Low,Low,High
"Egg, whole, fried with animal fat or meat drippings",188,11.7,0.9,0,15.3,389,Low,Low,Low,High
